"날짜","종가","오픈","고가","저가","변동 %"
"2019년 05월 01일","1.1194","1.1215","1.1266","1.1187","-0.19%"
"2019년 04월 30일","1.1215","1.1186","1.1231","1.1175","0.27%"
"2019년 04월 29일","1.1185","1.1152","1.1192","1.1141","0.33%"
"2019년 04월 26일","1.1148","1.1131","1.1176","1.1111","0.16%"
"2019년 04월 25일","1.1130","1.1161","1.1164","1.1118","-0.20%"
"2019년 04월 24일","1.1152","1.1229","1.1233","1.1140","-0.65%"
"2019년 04월 23일","1.1225","1.1257","1.1264","1.1192","-0.27%"
"2019년 04월 22일","1.1255","1.1244","1.1264","1.1236","0.08%"
"2019년 04월 19일","1.1246","1.1241","1.1254","1.1228","0.15%"
"2019년 04월 18일","1.1229","1.1297","1.1307","1.1226","-0.58%"
"2019년 04월 17일","1.1294","1.1281","1.1326","1.1279","0.12%"
"2019년 04월 16일","1.1280","1.1303","1.1315","1.1279","-0.24%"
"2019년 04월 15일","1.1307","1.1300","1.1322","1.1294","0.06%"
"2019년 04월 12일","1.1300","1.1254","1.1327","1.1252","0.44%"
"2019년 04월 11일","1.1250","1.1273","1.1291","1.1249","-0.20%"
"2019년 04월 10일","1.1273","1.1264","1.1288","1.1229","0.11%"
"2019년 04월 09일","1.1261","1.1272","1.1286","1.1253","0.02%"
"2019년 04월 08일","1.1259","1.1218","1.1277","1.1213","0.40%"
"2019년 04월 05일","1.1214","1.1223","1.1247","1.1209","-0.05%"
"2019년 04월 04일","1.1220","1.1235","1.1250","1.1205","-0.12%"
"2019년 04월 03일","1.1234","1.1205","1.1256","1.1200","0.29%"
"2019년 04월 02일","1.1202","1.1216","1.1219","1.1183","-0.09%"
"2019년 04월 01일","1.1212","1.1218","1.1250","1.1202","-0.04%"
"2019년 03월 29일","1.1217","1.1221","1.1249","1.1208","-0.03%"
"2019년 03월 28일","1.1220","1.1244","1.1264","1.1213","-0.24%"
"2019년 03월 27일","1.1247","1.1269","1.1287","1.1242","-0.15%"
"2019년 03월 26일","1.1264","1.1313","1.1329","1.1262","-0.42%"
"2019년 03월 25일","1.1311","1.1294","1.1333","1.1284","-0.02%"
"2019년 03월 22일","1.1313","1.1375","1.1394","1.1272","-0.53%"
"2019년 03월 21일","1.1373","1.1414","1.1439","1.1342","-0.33%"
"2019년 03월 20일","1.1411","1.1351","1.1450","1.1335","0.55%"
"2019년 03월 19일","1.1349","1.1337","1.1364","1.1332","0.11%"
"2019년 03월 18일","1.1336","1.1323","1.1360","1.1317","0.10%"
"2019년 03월 15일","1.1325","1.1305","1.1346","1.1296","0.20%"
"2019년 03월 14일","1.1302","1.1329","1.1342","1.1293","-0.20%"
"2019년 03월 13일","1.1325","1.1287","1.1341","1.1277","0.35%"
