"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2018년 03월 07일","12.20","11.75","12.26","11.73","9.99M","0.83%"
"2018년 03월 06일","12.10","11.85","12.19","11.72","12.93M","4.49%"
"2018년 03월 05일","11.58","11.11","11.74","10.93","8.80M","2.75%"
"2018년 03월 02일","11.27","10.26","11.33","10.26","9.61M","5.13%"
"2018년 03월 01일","10.72","11.28","11.40","10.33","14.40M","-4.80%"
"2018년 02월 28일","11.26","11.80","11.93","11.23","10.17M","-2.76%"
"2018년 02월 27일","11.58","11.65","12.17","11.57","10.84M","-0.94%"
"2018년 02월 26일","11.69","11.23","11.70","11.14","8.65M","6.37%"
"2018년 02월 23일","10.99","10.59","10.99","10.56","8.18M","6.49%"
"2018년 02월 22일","10.32","10.52","10.64","10.22","5.81M","-0.77%"
"2018년 02월 21일","10.40","10.95","10.97","10.38","9.90M","-3.35%"
"2018년 02월 20일","10.76","10.10","11.05","10.09","11.59M","5.18%"
"2018년 02월 16일","10.23","10.16","10.60","10.15","7.68M","-1.16%"
"2018년 02월 15일","10.35","10.25","10.35","9.63","12.34M","3.71%"
"2018년 02월 14일","9.98","9.13","10.03","9.13","11.13M","6.74%"
"2018년 02월 13일","9.35","9.13","9.40","9.09","7.44M","-0.21%"
"2018년 02월 12일","9.37","9.14","9.54","8.95","14.10M","5.28%"
"2018년 02월 09일","8.90","8.76","9.04","7.82","20.68M","9.20%"
"2018년 02월 08일","8.15","9.50","9.53","8.13","17.16M","-12.65%"
"2018년 02월 07일","9.33","9.86","10.05","9.33","12.52M","-6.70%"
"2018년 02월 06일","10.00","8.53","10.02","8.52","20.61M","10.25%"
"2018년 02월 05일","9.07","10.20","10.72","8.93","16.93M","-13.37%"
"2018년 02월 02일","10.47","11.07","11.16","10.47","13.79M","-8.32%"
"2018년 02월 01일","11.42","11.27","11.93","11.21","6.90M","-1.47%"
"2018년 01월 31일","11.59","11.68","11.83","11.39","6.92M","2.57%"
"2018년 01월 30일","11.30","11.41","11.72","11.27","11.92M","-6.15%"
"2018년 01월 29일","12.04","11.92","12.28","11.59","9.19M","-0.33%"
"2018년 01월 26일","12.08","11.47","12.08","11.40","12.73M","9.52%"
"2018년 01월 25일","11.03","12.08","12.10","11.03","13.17M","-5.16%"
"2018년 01월 24일","11.63","12.14","12.24","11.37","18.63M","-6.89%"
"2018년 01월 23일","12.49","12.37","12.50","12.23","6.74M","2.21%"
"2018년 01월 22일","12.22","11.99","12.22","11.81","5.62M","2.35%"
"2018년 01월 19일","11.94","12.05","12.10","11.72","9.32M","0.25%"
"2018년 01월 18일","11.91","11.66","12.08","11.63","9.17M","1.45%"
"2018년 01월 17일","11.74","11.09","11.79","11.05","11.50M","8.60%"
"2018년 01월 16일","10.81","10.94","11.18","10.61","9.80M","1.03%"
"2018년 01월 12일","10.70","10.53","10.77","10.44","5.02M","1.61%"
"2018년 01월 11일","10.53","10.48","10.55","10.32","5.52M","1.74%"
"2018년 01월 10일","10.35","10.38","10.50","10.10","13.27M","-3.72%"
"2018년 01월 09일","10.75","11.12","11.13","10.69","9.01M","-2.89%"
"2018년 01월 08일","11.07","10.81","11.17","10.72","6.54M","2.31%"
"2018년 01월 05일","10.82","10.75","10.94","10.58","7.71M","1.79%"
"2018년 01월 04일","10.63","10.66","10.74","10.37","8.50M","1.72%"
"2018년 01월 03일","10.45","10.05","10.46","10.03","9.87M","5.03%"
"2018년 01월 02일","9.95","9.35","9.95","9.30","9.24M","8.27%"
"2017년 12월 29일","9.19","9.50","9.54","9.19","4.13M","-3.06%"
"2017년 12월 28일","9.48","9.53","9.56","9.43","3.17M","0.64%"
"2017년 12월 27일","9.42","9.27","9.56","9.27","2.98M","1.07%"
"2017년 12월 26일","9.32","9.27","9.34","9.07","4.52M","-2.92%"
"2017년 12월 22일","9.60","9.47","9.62","9.40","3.94M","-0.31%"
"2017년 12월 21일","9.63","10.01","10.01","9.58","6.91M","-3.22%"
"2017년 12월 20일","9.95","10.02","10.08","9.69","8.73M","2.16%"
"2017년 12월 19일","9.74","9.74","9.84","9.58","8.13M","-0.51%"
"2017년 12월 18일","9.79","9.52","9.79","9.38","15.40M","6.76%"
"2017년 12월 15일","9.17","8.87","9.25","8.77","10.25M","4.44%"
"2017년 12월 14일","8.78","8.79","8.95","8.71","5.09M","-0.23%"
"2017년 12월 13일","8.80","8.88","9.04","8.78","4.13M","0.00%"
"2017년 12월 12일","8.80","9.00","9.00","8.77","5.98M","-2.98%"
"2017년 12월 11일","9.07","8.96","9.15","8.88","5.60M","1.68%"
"2017년 12월 08일","8.92","9.34","9.39","8.89","9.87M","-1.55%"
"2017년 12월 07일","9.06","9.01","9.14","8.88","9.97M","2.95%"
"2017년 12월 06일","8.80","8.47","8.84","8.35","10.79M","1.03%"
"2017년 12월 05일","8.71","8.53","9.20","8.34","16.37M","0.11%"
"2017년 12월 04일","8.70","9.71","9.73","8.52","23.74M","-7.25%"
"2017년 12월 01일","9.38","9.42","9.55","8.67","19.07M","-3.40%"
"2017년 11월 30일","9.71","9.86","9.99","9.52","14.88M","1.78%"
"2017년 11월 29일","9.54","10.92","10.94","9.22","36.52M","-13.11%"
"2017년 11월 28일","10.98","11.10","11.12","10.79","9.74M","-0.09%"
"2017년 11월 27일","10.99","11.22","11.22","10.93","10.70M","-3.77%"
"2017년 11월 24일","11.42","11.22","11.44","11.21","6.76M","2.70%"
"2017년 11월 22일","11.12","11.44","11.45","11.07","6.76M","-1.94%"
"2017년 11월 21일","11.34","11.20","11.37","11.10","9.87M","3.56%"
"2017년 11월 20일","10.95","10.67","11.01","10.66","6.47M","3.50%"
"2017년 11월 17일","10.58","10.88","10.91","10.53","6.30M","-1.31%"
"2017년 11월 16일","10.72","10.40","10.85","10.40","7.36M","4.48%"
"2017년 11월 15일","10.26","10.26","10.40","10.00","8.97M","-2.66%"
"2017년 11월 14일","10.54","10.49","10.63","10.30","6.12M","-0.28%"
"2017년 11월 13일","10.57","10.32","10.61","10.27","5.07M","0.86%"
"2017년 11월 10일","10.48","10.37","10.51","10.29","6.49M","1.85%"
"2017년 11월 09일","10.29","10.63","10.66","9.89","17.96M","-6.03%"
"2017년 11월 08일","10.95","10.77","10.97","10.68","5.57M","1.01%"
"2017년 11월 07일","10.84","10.83","10.91","10.62","8.48M","-0.28%"
"2017년 11월 06일","10.87","10.70","10.88","10.50","10.28M","4.22%"
