"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2020년 11월 13일","198.10","196.62","198.50","196.53","-","1.34%"
"2020년 11월 12일","195.49","195.49","196.27","194.81","-","0.96%"
"2020년 11월 11일","193.63","193.82","193.94","193.11","-","-2.31%"
"2020년 11월 10일","198.21","197.99","198.32","196.23","-","-0.85%"
"2020년 11월 09일","199.90","199.64","202.21","199.42","-","2.27%"
"2020년 11월 06일","195.46","193.42","195.63","192.90","-","2.01%"
"2020년 11월 05일","191.61","186.93","191.87","186.93","-","6.80%"
"2020년 11월 04일","179.41","179.58","180.98","178.76","-","0.07%"
"2020년 11월 03일","179.27","178.22","179.62","178.22","-","0.87%"
"2020년 11월 02일","177.73","175.90","178.02","175.87","-","3.43%"
"2020년 10월 30일","171.84","172.46","172.99","170.89","-","-0.52%"
"2020년 10월 29일","172.74","171.73","173.16","171.53","-","0.98%"
"2020년 10월 28일","171.06","173.18","173.18","170.82","-","-0.28%"
"2020년 10월 27일","171.54","171.07","171.97","170.90","-","1.41%"
"2020년 10월 26일","169.15","169.88","169.90","168.21","-","0.55%"
"2020년 10월 23일","168.22","169.03","169.03","167.70","-","-1.34%"
"2020년 10월 22일","170.51","170.90","171.25","169.87","-","0.26%"
"2020년 10월 21일","170.07","169.40","170.82","169.24","-","-0.34%"
"2020년 10월 20일","170.64","170.39","171.36","170.31","-","2.18%"
"2020년 10월 19일","167.00","167.20","167.98","166.85","-","-0.72%"
"2020년 10월 16일","168.21","168.66","169.57","168.21","-","-1.88%"
"2020년 10월 15일","171.44","172.27","172.27","170.59","-","-0.40%"
"2020년 10월 14일","172.12","170.99","172.39","170.85","-","0.27%"
"2020년 10월 13일","171.66","171.80","172.00","171.15","-","0.11%"
"2020년 10월 12일","171.46","171.69","171.90","171.24","-","1.28%"
"2020년 10월 09일","169.30","169.07","170.10","169.02","-","2.44%"
"2020년 10월 08일","165.27","165.01","166.02","164.96","-","0.76%"
"2020년 10월 07일","164.03","162.53","164.26","162.49","-","1.02%"
"2020년 10월 06일","162.36","163.14","163.88","161.93","-","-0.26%"
"2020년 10월 05일","162.79","159.74","162.89","159.74","-","2.32%"
"2020년 10월 02일","159.10","159.27","160.07","157.53","-","-0.39%"
"2020년 10월 01일","159.72","159.90","160.64","159.55","-","0.33%"
"2020년 09월 30일","159.19","157.66","159.63","157.58","-","1.53%"
"2020년 09월 29일","156.79","156.13","157.16","155.97","-","2.60%"
"2020년 09월 28일","152.81","151.51","153.33","151.45","-","1.30%"
"2020년 09월 25일","150.85","150.11","151.01","149.58","-","1.09%"
"2020년 09월 24일","149.23","148.44","150.25","146.99","-","-2.19%"
"2020년 09월 23일","152.56","157.75","158.09","152.27","-","-3.80%"
"2020년 09월 22일","158.60","159.20","159.64","157.93","-","-0.90%"
"2020년 09월 21일","160.03","162.25","162.29","157.78","-","-2.43%"
"2020년 09월 18일","164.03","164.14","164.81","163.13","-","1.26%"
